componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Selênio,mcg,"2,84","0,57","3,69",BRC0957F,Nome não encontrado
Vitamina A (RE),mcg,113,"22,7",147,BRC0957F,Nome não encontrado
Vitamina A (RE),mcg,113,"22,7",147,BRC0957F,Nome não encontrado
Vitamina A (RAE),mcg,"57,1","11,4","74,2",BRC0957F,Nome não encontrado
Vitamina A (RAE),mcg,"57,1","11,4","74,2",BRC0957F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0957F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0957F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,43","0,29","1,86",BRC0957F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,43","0,29","1,86",BRC0957F,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,06",BRC0957F,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,06",BRC0957F,Nome não encontrado
Riboflavina,mg,"0,02","0,00","0,02",BRC0957F,Nome não encontrado
Riboflavina,mg,"0,02","0,00","0,02",BRC0957F,Nome não encontrado
Niacina,mg,"1,87","0,37","2,43",BRC0957F,Nome não encontrado
Niacina,mg,"1,87","0,37","2,43",BRC0957F,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,05",BRC0957F,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,05",BRC0957F,Nome não encontrado
Vitamina B12,mcg,"0,03","0,01","0,04",BRC0957F,Nome não encontrado
Vitamina B12,mcg,"0,03","0,01","0,04",BRC0957F,Nome não encontrado
Vitamina C,mg,"2,19","0,44","2,85",BRC0957F,Nome não encontrado
Vitamina C,mg,"2,19","0,44","2,85",BRC0957F,Nome não encontrado
Equivalente de folato,mcg,"21,4","4,28","27,8",BRC0957F,Nome não encontrado
Equivalente de folato,mcg,"21,4","4,28","27,8",BRC0957F,Nome não encontrado
Sal de adição,g,"0,45","0,09","0,59",BRC0957F,Nome não encontrado
Sal de adição,g,"0,45","0,09","0,59",BRC0957F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0957F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0957F,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0957F,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0957F,Nome não encontrado
Proteína animal,g,-,-,-,BRC0957F,Nome não encontrado
